timestamp,bvp_values,eda_values,question,first_seen,submit,confidence,guess,guess_type,answer
1.74E+15,0.245141983,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,0.409237146,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,0.56862402,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,0.723053575,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,0.872321367,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.016259313,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.154727578,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.287606835,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.414790988,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.536184192,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.651697993,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.761250377,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.864767551,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,1.962185025,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,2.053450584,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,2.138526201,0.017913647,-1,FALSE,FALSE,,,,
1.74E+15,2.217389584,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.290034771,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.356473446,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.416733503,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.470858812,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.518907309,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.560950041,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.597069263,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.627357006,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.651913881,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.670847893,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.684273481,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.692311525,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.695088387,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.692736387,0.016547257,-1,FALSE,FALSE,,,,
1.74E+15,2.685393333,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.673202991,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.656314611,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.634881735,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.609062433,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.579019785,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.544919968,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.506932259,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.465228558,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.419982433,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.371369362,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.319565773,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.264748812,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.207096577,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.146145821,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,2.078856707,0.015052767,-1,FALSE,FALSE,,,,
1.74E+15,1.999250412,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.902968884,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.792507172,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.676876783,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.567198992,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.472780704,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.399042249,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.346936345,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.313437223,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.29267776,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.277355552,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.26010251,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.234605908,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.194444776,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.126780987,0.016006395,-1,FALSE,FALSE,,,,
1.74E+15,1.006439447,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,0.801234663,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,0.487090945,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,0.059446335,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-0.46866858,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-1.077308536,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-1.745045662,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-2.444232941,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-3.135377884,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-3.768957138,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-4.293508053,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-4.664611816,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-4.851538181,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-4.841068268,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-4.638571739,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-4.266405582,0.019678568,-1,FALSE,FALSE,,,,
1.74E+15,-3.760130405,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,-3.16319561,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,-2.520977974,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,-1.875427723,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,-1.26127553,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,-0.704026937,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,-0.219446659,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,0.185919642,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,0.513580441,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,0.771545172,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,0.972417653,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,1.131120324,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,1.262499452,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,1.379310966,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,1.490963817,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,1.603065729,0.018041747,-1,FALSE,FALSE,,,,
1.74E+15,1.717667222,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,1.833993435,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,1.949326277,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.059864521,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.161563635,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.250940084,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.325767994,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.385420799,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.430648327,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.462982655,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.484140873,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.495625496,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.498559952,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.493656874,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.481058359,0.015878296,-1,FALSE,FALSE,,,,
1.74E+15,2.460043669,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.429657698,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.393223047,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.365878105,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.373795509,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.438247919,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.558063507,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.707060575,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.846656561,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.942057133,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.970723629,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.921276569,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.789212227,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.574542999,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,2.282028675,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,1.921503067,0.017828248,-1,FALSE,FALSE,,,,
1.74E+15,1.504528999,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,1.038915634,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,0.52731204,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-0.028767347,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-0.623448372,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-1.24289012,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-1.864965558,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-2.462213993,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-3.006570816,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-3.473644972,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-3.845134735,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-4.109245777,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,-4.25987196,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,,0.015365899,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.01809868,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.035192795,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.043775436,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,0.062321339,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
1.74E+15,,,-1,FALSE,FALSE,,,,
